pfID,consolidated_label,original_text,start_time,end_time,duration_ms,padded,probability
HUN_WORD_8400,Word,proteínek,2806.42,2806.92,700,True,0.8535
HUN_WORD_8401,Word,fagyásgátlósak,2806.92,2809.02,2300,True,0.9498
HUN_WORD_8402,Word,és,2809.14,2809.48,540,True,0.9883
HUN_WORD_8403,Word,előállították,2809.48,2810.4,1120,True,0.9436
HUN_WORD_8404,Word,belőle,2810.4,2810.64,440,True,0.9827
HUN_WORD_8405,Word,innen,2810.74,2811.14,600,True,0.9639
HUN_WORD_8406,Word,már,2811.14,2811.36,420,True,1.0
HUN_WORD_8407,Word,nem,2811.36,2811.5,340,True,1.0
HUN_WORD_8408,Word,annyira,2811.5,2811.8,500,True,0.9998
HUN_WORD_8409,Word,érdekes,2811.8,2812.52,920,True,1.0
HUN_WORD_8410,Word,de,2812.64,2813.16,720,True,0.9985
HUN_WORD_8411,Word,már,2813.16,2813.4,440,True,0.9995
HUN_WORD_8412,Word,képesek,2813.4,2814.1,900,True,0.9998
HUN_WORD_8413,Word,még,2814.12,2814.88,960,True,0.9941
HUN_WORD_8414,Word,csak,2814.88,2815.02,340,True,0.6787
HUN_WORD_8415,Word,bemutatókban,2815.63,2817.47,2040,True,0.9666
HUN_WORD_8416,Word,mert,2820.05,2820.73,880,True,0.9924
HUN_WORD_8417,Word,nem,2820.73,2820.97,440,True,0.9995
HUN_WORD_8418,Word,lazadt,2820.97,2821.55,780,True,0.5744
HUN_WORD_8419,Word,színe,2821.55,2821.83,480,True,0.999
HUN_WORD_8420,Word,van,2821.83,2822.03,400,True,1.0
HUN_WORD_8421,Word,az,2823.54,2824.22,880,True,0.9858
HUN_WORD_8422,Word,egy,2824.22,2824.34,320,True,0.2249
HUN_WORD_8423,Word,hí,2824.34,2824.68,540,True,0.6397
HUN_WORD_8424,Word,az,2824.68,2825.34,860,True,0.6416
HUN_WORD_8425,Word,vérszínű,2825.34,2826.04,900,True,0.9398
HUN_WORD_8426,Word,csak,2826.04,2827.18,1340,True,0.8024
HUN_WORD_8427,Word,föl,2829.1,2830.42,1520,True,0.9619
HUN_WORD_8428,Word,van,2830.96,2831.12,360,True,0.9917
HUN_WORD_8429,Word,ütve,2831.12,2831.34,420,True,0.9681
HUN_WORD_8430,Word,egy,2831.34,2831.46,320,True,1.0
HUN_WORD_8431,Word,kis,2831.46,2831.74,480,True,1.0
HUN_WORD_8432,Word,fagyival,2831.74,2832.1,560,True,0.9865
HUN_WORD_8433,Word,ez,2832.2,2832.38,380,True,0.9985
HUN_WORD_8434,Word,vaníliafagy,2832.38,2833.12,940,True,0.8574
HUN_WORD_8435,Word,amely,2833.26,2834.22,1160,True,0.9993
HUN_WORD_8436,Word,tartalmaz,2835.41,2836.87,1660,True,0.986
HUN_WORD_8437,Word,halvért,2836.87,2837.33,660,True,0.9661
HUN_WORD_8438,Word,nem,2867.52,2868.24,920,True,0.6387
HUN_WORD_8439,Word,nem,2868.26,2868.76,700,True,0.1925
HUN_WORD_8440,Word,rossz,2868.76,2869.18,620,True,0.9982
HUN_WORD_8441,Word,rossz,2869.2,2869.38,380,True,0.9987
HUN_WORD_8442,Word,gondolat,2869.38,2869.74,560,True,0.666
HUN_WORD_8443,Word,volt,2869.78,2870.18,600,True,0.9937
HUN_WORD_8444,Word,disney,2870.18,2870.6,620,True,0.394
HUN_WORD_8445,Word,nem,2872.01,2872.73,920,True,0.9604
HUN_WORD_8446,Word,volt,2872.77,2873.13,560,True,0.9985
HUN_WORD_8447,Word,már,2873.43,2873.69,460,True,0.9995
HUN_WORD_8448,Word,nincs,2873.69,2874.11,620,True,0.9963
HUN_WORD_8449,Word,igen,2910.04,2910.76,920,True,0.9946
HUN_WORD_8450,Word,és,2912.4,2912.76,560,True,0.9648
HUN_WORD_8451,Word,egyébként,2912.76,2913.72,1160,True,0.9997
HUN_WORD_8452,Word,ez,2913.72,2913.86,340,True,0.9995
HUN_WORD_8453,Word,a,2913.86,2913.98,320,True,1.0
HUN_WORD_8454,Word,másik,2913.98,2914.42,640,True,1.0
HUN_WORD_8455,Word,nagyon,2914.42,2915.26,1040,True,0.9937
HUN_WORD_8456,Word,fontos,2915.26,2916.06,1000,True,1.0
HUN_WORD_8457,Word,használati,2916.06,2916.64,780,True,0.9989
HUN_WORD_8458,Word,esete,2916.8,2918.22,1620,True,1.0
HUN_WORD_8459,Word,ennek,2918.22,2918.72,700,True,0.9995
HUN_WORD_8460,Word,a,2918.72,2918.96,440,True,1.0
HUN_WORD_8461,Word,fagyálló,2920.79,2922.29,1700,True,0.9348
HUN_WORD_8462,Word,proteínnek,2922.29,2922.99,900,True,0.8107
HUN_WORD_8463,Word,méghozzá,2923.05,2923.63,780,True,0.953
HUN_WORD_8464,Word,az,2923.63,2923.79,360,True,0.9292
HUN_WORD_8465,Word,hogy,2923.81,2923.93,320,True,1.0
HUN_WORD_8466,Word,különböző,2923.93,2924.91,1180,True,0.9996
HUN_WORD_8467,Word,gyógyszerhatóanyagokat,2924.91,2926.37,1660,True,0.9468
HUN_WORD_8468,Word,például,2929.92,2930.68,960,True,0.8951
HUN_WORD_8469,Word,vakcinákat,2930.68,2931.44,960,True,0.9994
HUN_WORD_8470,Word,amelyeket,2931.64,2932.88,1440,True,0.998
HUN_WORD_8471,Word,hűtve,2932.88,2933.84,1160,True,0.9966
HUN_WORD_8472,Word,kell,2933.84,2934.04,400,True,0.9995
HUN_WORD_8473,Word,tárolni,2934.04,2934.78,940,True,0.9998
HUN_WORD_8474,Word,ugye,2935.28,2935.82,740,True,0.5943
HUN_WORD_8475,Word,minél,2935.82,2936.12,500,True,0.9924
HUN_WORD_8476,Word,jobban,2936.12,2936.44,520,True,0.9998
HUN_WORD_8477,Word,lehűtöd,2936.44,2936.94,700,True,0.9904
HUN_WORD_8478,Word,annál,2936.94,2937.2,460,True,0.9993
HUN_WORD_8479,Word,tovább,2937.2,2937.58,580,True,0.9999
HUN_WORD_8480,Word,tartható,2937.58,2938.28,900,True,0.8374
HUN_WORD_8481,Word,el,2938.28,2938.46,380,True,0.998
HUN_WORD_8482,Word,de,2938.62,2938.86,440,True,0.9839
HUN_WORD_8483,Word,a,2939.2,2940.66,1660,True,0.9932
HUN_WORD_8484,Word,kristályosodás,2940.66,2941.6,1140,True,0.9903
HUN_WORD_8485,Word,miatt,2941.6,2941.92,520,True,0.9998
HUN_WORD_8486,Word,tönkre,2941.92,2942.22,500,True,0.9945
HUN_WORD_8487,Word,mennének,2942.22,2942.78,760,True,0.9959
HUN_WORD_8488,Word,azokba,2942.94,2943.7,960,True,0.9671
HUN_WORD_8489,Word,is,2943.7,2943.84,340,True,1.0
HUN_WORD_8490,Word,alkalmas,2943.84,2944.74,1100,True,0.9983
HUN_WORD_8491,Word,lesz,2944.74,2945.12,580,True,0.9998
HUN_WORD_8492,Word,arra,2945.12,2945.48,560,True,0.9998
HUN_WORD_8493,Word,hogy,2945.5,2945.76,460,True,0.9658
HUN_WORD_8494,Word,tovább,2945.76,2948.16,2600,True,0.999
HUN_WORD_8495,Word,eltarthatóvá,2948.16,2949.06,1100,True,0.9619
HUN_WORD_8496,Word,tegye,2949.06,2949.4,540,True,0.9429
HUN_WORD_8497,Word,mélyebbre,2949.5,2950.46,1160,True,0.9908
HUN_WORD_8498,Word,fagyaszthatóvá,2950.46,2951.36,1100,True,0.8545
HUN_WORD_8499,Word,tegye,2951.36,2951.64,480,True,0.9997
HUN_WORD_8500,Word,ezeket,2951.64,2952.08,640,True,0.9997
HUN_WORD_8501,Word,az,2952.08,2952.26,380,True,0.9995
HUN_WORD_8502,Word,anyagokat,2952.26,2953.46,1400,True,0.9999
HUN_WORD_8503,Word,ami,2953.6,2954.3,900,True,0.999
HUN_WORD_8504,Word,azt,2954.3,2954.46,360,True,1.0
HUN_WORD_8505,Word,jelenti,2954.46,2954.96,700,True,0.9998
HUN_WORD_8506,Word,hogy,2954.98,2955.16,380,True,0.998
HUN_WORD_8507,Word,a,2955.16,2955.24,280,True,0.9985
HUN_WORD_8508,Word,jövő,2955.24,2955.94,900,True,0.9999
HUN_WORD_8509,Word,évi,2955.94,2956.56,820,True,0.6493
HUN_WORD_8510,Word,vagy,2958.06,2958.5,640,True,0.3533
HUN_WORD_8511,Word,lehet,2958.5,2958.8,500,True,0.9963
HUN_WORD_8512,Word,még,2958.8,2958.96,360,True,0.8198
HUN_WORD_8513,Word,nem,2958.96,2959.16,400,True,0.9995
HUN_WORD_8514,Word,jövő,2959.16,2959.5,540,True,0.9989
HUN_WORD_8515,Word,évi,2959.5,2959.72,420,True,0.6449
HUN_WORD_8516,Word,de,2959.8,2959.88,280,True,0.9985
HUN_WORD_8517,Word,a,2959.88,2959.98,300,True,0.9976
HUN_WORD_8518,Word,jövőben,2959.98,2960.56,780,True,1.0
HUN_WORD_8519,Word,kaphatunk,2960.56,2961.4,1040,True,0.999
HUN_WORD_8520,Word,olyan,2961.4,2961.8,600,True,1.0
HUN_WORD_8521,Word,vakcinákat,2961.8,2962.46,860,True,0.9996
HUN_WORD_8522,Word,amelyekben,2962.62,2963.26,840,True,1.0
HUN_WORD_8523,Word,halprotein,2963.26,2964.0,940,True,0.922
HUN_WORD_8524,Word,van,2964.0,2964.24,440,True,0.9995
HUN_WORD_8525,Word,és,2964.44,2965.0,760,True,0.9321
HUN_WORD_8526,Word,szerintem,2965.0,2965.82,1020,True,1.0
HUN_WORD_8527,Word,ezzel,2965.82,2966.26,640,True,0.9997
HUN_WORD_8528,Word,már,2966.26,2966.48,420,True,0.9995
HUN_WORD_8529,Word,előre,2966.48,2967.7,1420,True,0.9998
HUN_WORD_8530,Word,tudható,2968.79,2970.41,1820,True,0.9989
HUN_WORD_8531,Word,hogy,2970.43,2970.57,340,True,0.9985
HUN_WORD_8532,Word,ez,2970.57,2970.67,300,True,0.9995
HUN_WORD_8533,Word,a,2970.67,2970.77,300,True,0.9995
HUN_WORD_8534,Word,gyíkembereknek,2970.77,2971.53,960,True,0.9201
HUN_WORD_8535,Word,valamilyen,2971.53,2973.31,1980,True,0.9803
HUN_WORD_8536,Word,összeesküvésére,2973.5,2974.94,1640,True,0.9755
HUN_WORD_8537,Word,szolgál,2974.94,2975.9,1160,True,0.9968
HUN_WORD_8538,Word,így,2976.32,2977.04,920,True,0.9998
HUN_WORD_8539,Word,fogják,2977.04,2977.46,620,True,1.0
HUN_WORD_8540,Word,belénk,2977.46,2977.8,540,True,0.9899
HUN_WORD_8541,Word,juttatni,2977.8,2978.38,780,True,0.8969
HUN_WORD_8542,Word,a,2978.38,2978.56,380,True,1.0
HUN_WORD_8543,Word,halvért,2978.56,2979.5,1140,True,0.9964
HUN_WORD_8544,Word,de,2990.15,2990.51,560,True,0.9971
HUN_WORD_8545,Word,várjál,2990.51,2990.99,680,True,0.9508
HUN_WORD_8546,Word,a,2991.03,2991.11,280,True,0.9985
HUN_WORD_8547,Word,waterworld,2991.11,2991.89,980,True,0.9292
HUN_WORD_8548,Word,dokumentumfilm,2991.89,2992.97,1280,True,0.9639
HUN_WORD_8549,Word,pont,2992.97,2993.25,480,True,0.998
HUN_WORD_8550,Word,arról,2993.25,2993.63,580,True,0.9995
HUN_WORD_8551,Word,szólt,2993.63,2994.01,580,True,0.9969
HUN_WORD_8552,Word,hogy,2994.01,2994.13,320,True,1.0
HUN_WORD_8553,Word,megszűntek,2994.13,2994.67,740,True,0.988
HUN_WORD_8554,Word,a,2994.67,2994.79,320,True,1.0
HUN_WORD_8555,Word,jégsapkák,2994.79,2995.59,1000,True,0.9962
HUN_WORD_8556,Word,nem,2995.65,2995.79,340,True,0.9829
HUN_WORD_8557,Word,és,2996.43,2997.15,920,True,0.999
HUN_WORD_8558,Word,felmelegedett,2997.15,2997.99,1040,True,0.9993
HUN_WORD_8559,Word,a,2997.99,2998.09,300,True,1.0
HUN_WORD_8560,Word,világ,2998.09,2998.43,540,True,0.9998
HUN_WORD_8561,Word,de,2998.43,2998.53,300,True,0.0839
HUN_WORD_8562,Word,akkor,2998.53,2998.71,380,True,0.9932
HUN_WORD_8563,Word,ott,2998.71,2998.93,420,True,0.9985
HUN_WORD_8564,Word,nem,2998.93,2999.09,360,True,1.0
HUN_WORD_8565,Word,kell,2999.09,2999.37,480,True,1.0
HUN_WORD_8566,Word,fagyasztóprotein,2999.37,3001.71,2540,True,0.8802
HUN_WORD_8567,Word,az,3007.53,3007.99,660,True,0.9937
HUN_WORD_8568,Word,egy,3007.99,3008.15,360,True,1.0
HUN_WORD_8569,Word,másik,3008.15,3008.73,780,True,1.0
HUN_WORD_8570,Word,dokumentumban,3009.21,3011.17,2160,True,0.9972
HUN_WORD_8571,Word,volt,3011.17,3011.47,500,True,0.9995
HUN_WORD_8572,Word,szerintem,3011.47,3012.37,1100,True,0.9751
HUN_WORD_8573,Word,a,3017.32,3017.78,660,True,0.9966
HUN_WORD_8574,Word,kevin,3017.78,3018.32,740,True,0.9922
HUN_WORD_8575,Word,costner,3018.32,3018.9,780,True,0.9919
HUN_WORD_8576,Word,-re,3018.9,3019.2,500,True,0.8638
HUN_WORD_8577,Word,gondolsz,3019.2,3019.78,780,True,0.9963
HUN_WORD_8578,Word,majdnem,3020.36,3021.28,1120,True,0.9961
HUN_WORD_8579,Word,ugyanaz,3021.28,3021.72,640,True,0.9948
HUN_WORD_8580,Word,egyébként,3021.72,3022.2,680,True,0.9999
HUN_WORD_8581,Word,a,3022.2,3022.38,380,True,0.9526
HUN_WORD_8582,Word,kettő,3022.38,3022.82,640,True,0.9998
HUN_WORD_8583,Word,csak,3022.82,3023.26,640,True,0.9297
HUN_WORD_8584,Word,azon,3031.24,3032.16,1120,True,0.9304
HUN_WORD_8585,Word,gondolkodom,3032.16,3032.8,840,True,0.9984
HUN_WORD_8586,Word,hogy,3032.84,3032.96,320,True,0.999
HUN_WORD_8587,Word,nicolas,3032.96,3033.34,580,True,0.2542
HUN_WORD_8588,Word,cage,3033.34,3033.8,660,True,1.0
HUN_WORD_8589,Word,mennyire,3033.8,3035.54,1940,True,0.9824
HUN_WORD_8590,Word,volt,3035.54,3035.78,440,True,1.0
HUN_WORD_8591,Word,szexbálvány,3035.78,3036.76,1180,True,0.9371
HUN_WORD_8592,Word,versus,3036.76,3037.32,760,True,0.938
HUN_WORD_8593,Word,kevin,3037.32,3038.16,1040,True,0.7705
HUN_WORD_8594,Word,costner,3038.16,3038.7,740,True,0.9998
HUN_WORD_8595,Word,jó,3039.95,3040.87,1120,True,0.9961
HUN_WORD_8596,Word,akkor,3041.07,3041.47,600,True,0.5098
HUN_WORD_8597,Word,a,3042.0,3042.46,660,True,0.9761
HUN_WORD_8598,Word,halfarkasokkal,3042.46,3043.44,1180,True,0.9665
HUN_WORD_8599,Word,táncoló,3043.44,3044.16,920,True,0.8029
HUN_WORD_8600,Word,című,3044.39,3045.41,1220,True,0.5619
HUN_WORD_8601,Word,alkotásra,3045.41,3046.13,920,True,0.9972
HUN_WORD_8602,Word,gondoltál,3046.13,3046.83,900,True,0.9948
HUN_WORD_8603,Word,ez,3047.01,3047.69,880,True,0.9941
HUN_WORD_8604,Word,majdnem,3055.85,3056.27,620,True,0.9992
HUN_WORD_8605,Word,olyan,3056.27,3056.53,460,True,1.0
HUN_WORD_8606,Word,mint,3056.53,3056.69,360,True,0.9932
HUN_WORD_8607,Word,amikor,3056.69,3057.13,640,True,0.999
HUN_WORD_8608,Word,összekeverítek,3057.13,3058.71,1780,True,0.9839
HUN_WORD_8609,Word,a,3058.71,3058.85,340,True,0.9961
HUN_WORD_8610,Word,híd,3058.85,3059.59,940,True,0.9639
HUN_WORD_8611,Word,nyugatrában,3059.59,3060.17,780,True,0.9143
HUN_WORD_8612,Word,a,3060.17,3060.33,360,True,0.9976
HUN_WORD_8613,Word,vulkániakat,3060.33,3061.81,1680,True,0.9246
HUN_WORD_8614,Word,a,3061.81,3063.29,1680,True,0.8628
HUN_WORD_8615,Word,klingonokkal,3063.29,3064.11,1020,True,0.9876
HUN_WORD_8616,Word,de,3066.05,3066.73,880,True,0.9971
HUN_WORD_8617,Word,az,3066.85,3067.17,520,True,0.999
HUN_WORD_8618,Word,előző,3067.17,3067.59,620,True,1.0
HUN_WORD_8619,Word,részben,3067.59,3067.93,540,True,0.9334
HUN_WORD_8620,Word,megtettétek,3067.93,3068.87,1140,True,0.9983
HUN_WORD_8621,Word,azt,3071.72,3072.4,880,True,0.9597
HUN_WORD_8622,Word,mondta,3072.4,3072.72,520,True,0.9954
HUN_WORD_8623,Word,a,3072.72,3072.74,220,True,0.5986
HUN_WORD_8624,Word,laci,3072.74,3072.96,420,True,0.6432
HUN_WORD_8625,Word,hogy,3072.96,3073.1,340,True,0.9995
HUN_WORD_8626,Word,volt,3073.1,3073.24,340,True,0.9985
HUN_WORD_8627,Word,egy,3073.24,3073.4,360,True,1.0
HUN_WORD_8628,Word,rész,3073.4,3073.7,500,True,0.9646
HUN_WORD_8629,Word,amikor,3073.7,3073.94,440,True,0.9998
HUN_WORD_8630,Word,klingonok,3073.94,3074.48,740,True,0.9937
HUN_WORD_8631,Word,lettek,3074.48,3074.88,600,True,0.998
HUN_WORD_8632,Word,közben,3074.88,3075.12,440,True,0.9964
HUN_WORD_8633,Word,vulkániak,3075.12,3075.82,900,True,0.996
HUN_WORD_8634,Word,voltak,3075.82,3076.3,680,True,0.9998
HUN_WORD_8635,Word,így,3093.7,3094.38,880,True,0.9977
HUN_WORD_8636,Word,így,3094.38,3094.6,420,True,0.9998
HUN_WORD_8637,Word,így,3094.6,3094.9,500,True,0.9998
HUN_WORD_8638,Word,na,3096.42,3096.98,760,True,0.9922
HUN_WORD_8639,Word,szerintem,3097.5,3098.04,740,True,0.987
HUN_WORD_8640,Word,ennyi,3098.04,3098.28,440,True,0.9974
HUN_WORD_8641,Word,fért,3098.28,3098.46,380,True,0.9407
HUN_WORD_8642,Word,a,3098.46,3098.6,340,True,1.0
HUN_WORD_8643,Word,mai,3098.6,3098.74,340,True,1.0
HUN_WORD_8644,Word,adásunkban,3098.74,3099.54,1000,True,0.9972
HUN_WORD_8645,Word,balmert,3100.36,3101.04,880,True,0.7097
HUN_WORD_8646,Word,pontosan,3102.96,3103.6,840,True,0.6739
HUN_WORD_8647,Word,most,3103.6,3103.78,380,True,0.9937
HUN_WORD_8648,Word,van,3103.78,3104.04,460,True,0.999
HUN_WORD_8649,Word,az,3104.04,3105.14,1300,True,0.9805
HUN_WORD_8650,Word,indulásidő,3105.68,3107.62,2140,True,0.9768
HUN_WORD_8651,Word,és,3107.66,3107.94,480,True,0.9644
HUN_WORD_8652,Word,ezért,3107.94,3108.62,880,True,0.9998
HUN_WORD_8653,Word,mivel,3108.62,3110.0,1580,True,0.9995
HUN_WORD_8654,Word,nem,3110.0,3110.22,420,True,1.0
HUN_WORD_8655,Word,szeretném,3110.22,3110.74,720,True,0.9999
HUN_WORD_8656,Word,hogy,3110.76,3110.96,400,True,0.9995
HUN_WORD_8657,Word,magatokra,3110.96,3111.52,760,True,0.9999
HUN_WORD_8658,Word,maradjatok,3111.52,3112.14,820,True,0.9991
HUN_WORD_8659,Word,velem,3112.14,3112.4,460,True,0.9998
HUN_WORD_8660,Word,ezért,3114.71,3115.35,840,True,0.9971
HUN_WORD_8661,Word,isti,3115.35,3115.99,840,True,0.5712
HUN_WORD_8662,Word,távozás,3115.99,3116.53,740,True,0.999
HUN_WORD_8663,Word,előtt,3116.53,3117.71,1380,True,0.9606
HUN_WORD_8664,Word,még,3117.71,3117.93,420,True,0.9932
HUN_WORD_8665,Word,gyorsan,3117.93,3118.41,680,True,0.9998
HUN_WORD_8666,Word,elbúcsúznánk,3118.41,3119.45,1240,True,0.9994
HUN_WORD_8667,Word,köszönjük,3120.55,3121.19,840,True,0.9998
HUN_WORD_8668,Word,hogy,3121.21,3121.31,300,True,1.0
HUN_WORD_8669,Word,ismét,3121.31,3121.59,480,True,0.9998
HUN_WORD_8670,Word,velünk,3121.59,3121.89,500,True,0.9783
HUN_WORD_8671,Word,voltatok,3121.89,3122.45,760,True,0.9998
HUN_WORD_8672,Word,iratkozzatok,3124.04,3124.68,840,True,0.9969
HUN_WORD_8673,Word,fel,3124.68,3124.98,500,True,0.9995
HUN_WORD_8674,Word,csatornánkra,3124.98,3126.28,1500,True,0.9978
HUN_WORD_8675,Word,lájkoljatok,3127.24,3127.88,840,True,0.9302
HUN_WORD_8676,Word,és,3131.22,3131.54,520,True,0.9878
HUN_WORD_8677,Word,hallgassatok,3131.54,3132.68,1340,True,0.9987
HUN_WORD_8678,Word,a,3132.68,3132.8,320,True,1.0
HUN_WORD_8679,Word,jövőben,3132.8,3133.2,600,True,0.9998
HUN_WORD_8680,Word,is,3133.2,3133.38,380,True,0.999
HUN_WORD_8681,Word,minket,3133.38,3133.82,640,True,0.9993
HUN_WORD_8682,Word,akkor,3134.22,3134.54,520,True,0.9995
HUN_WORD_8683,Word,majd,3134.54,3134.72,380,True,0.9968
HUN_WORD_8684,Word,lehet,3134.72,3135.0,480,True,0.9998
HUN_WORD_8685,Word,hogy,3135.0,3135.14,340,True,1.0
HUN_WORD_8686,Word,többen,3135.14,3135.46,520,True,1.0
HUN_WORD_8687,Word,leszünk,3135.46,3135.98,720,True,0.9997
HUN_WORD_8688,Word,vagy,3135.98,3136.44,660,True,0.6743
HUN_WORD_8689,Word,kevesebben,3136.44,3137.24,1000,True,0.9922
HUN_WORD_8690,Word,vagy,3137.75,3138.2,650,True,0.9769
HUN_WORD_8691,Word,sokkal,3138.2,3138.76,760,True,0.9909
HUN_WORD_8692,Word,jobb,3138.76,3138.94,380,True,0.9915
HUN_WORD_8693,Word,híreket,3138.94,3139.22,480,True,0.9902
HUN_WORD_8694,Word,hozunk,3139.22,3139.66,640,True,0.9984
HUN_WORD_8695,Word,sziasztok,3142.04,3142.94,1100,True,0.9965
HUN_WORD_8696,Word,az,4.59,5.01,620,True,0.6982
HUN_WORD_8697,Word,ott,5.01,5.25,440,True,0.998
HUN_WORD_8698,Word,van,5.25,5.55,500,True,0.9995
HUN_WORD_8699,Word,hernán,5.55,5.91,560,True,0.7456
HUN_WORD_8700,Word,németi,5.91,6.25,540,True,0.9697
HUN_WORD_8701,Word,mellett,6.25,6.69,640,True,0.9998
HUN_WORD_8702,Word,ja,6.83,7.35,720,True,0.9355
HUN_WORD_8703,Word,nem,7.37,7.47,300,True,0.999
HUN_WORD_8704,Word,az,7.49,7.61,320,True,1.0
HUN_WORD_8705,Word,belegrád,7.61,8.11,699,True,0.8937
HUN_WORD_8706,Word,kifestette,17.78,18.46,880,True,0.9698
HUN_WORD_8707,Word,kifestette,19.35,20.03,880,True,0.9994
HUN_WORD_8708,Word,le,20.03,20.21,380,True,0.9917
HUN_WORD_8709,Word,fehérre,20.21,20.67,660,True,0.9489
HUN_WORD_8710,Word,a,20.67,21.51,1040,True,0.7808
HUN_WORD_8711,Word,várat,21.96,22.42,660,True,0.9832
HUN_WORD_8712,Word,és,28.62,28.96,540,True,0.9995
HUN_WORD_8713,Word,mire,28.96,29.14,380,True,0.9973
HUN_WORD_8714,Word,vár,29.14,29.38,440,True,0.9958
HUN_WORD_8715,Word,a,29.38,29.48,300,True,1.0
HUN_WORD_8716,Word,fehér,29.48,29.82,540,True,0.9998
HUN_WORD_8717,Word,na,33.72,34.06,540,True,0.8735
HUN_WORD_8718,Word,szerintem,34.06,35.08,1220,True,1.0
HUN_WORD_8719,Word,kezdjünk,35.08,35.7,820,True,0.9962
HUN_WORD_8720,Word,valami,35.7,36.04,540,True,0.9993
HUN_WORD_8721,Word,értelmesebb,36.04,37.06,1220,True,0.9987
HUN_WORD_8722,Word,dologgal,37.06,37.5,640,True,0.9867
HUN_WORD_8723,Word,mert,37.52,37.72,400,True,0.9998
HUN_WORD_8724,Word,ez,37.72,37.84,320,True,0.9507
HUN_WORD_8725,Word,így,37.84,38.02,380,True,0.9871
HUN_WORD_8726,Word,úgy,38.64,38.98,540,True,0.7051
HUN_WORD_8727,Word,látszik,38.98,39.32,540,True,0.9998
HUN_WORD_8728,Word,a,39.32,39.46,340,True,0.9707
HUN_WORD_8729,Word,kávé,39.46,39.72,460,True,0.9489
HUN_WORD_8730,Word,hiányzik,39.72,40.28,760,True,0.9983
HUN_WORD_8731,Word,reggelre,40.28,40.76,680,True,0.9733
HUN_WORD_8732,Word,vagy,42.98,43.66,880,True,0.9998
HUN_WORD_8733,Word,valami,43.66,44.02,560,True,1.0
HUN_WORD_8734,Word,erősebb,44.02,44.48,660,True,0.9995
HUN_WORD_8735,Word,de,51.03,51.37,540,True,0.9966
HUN_WORD_8736,Word,a,51.37,51.45,280,True,0.8931
HUN_WORD_8737,Word,lej,51.45,51.69,440,True,0.8662
HUN_WORD_8738,Word,az,51.69,51.85,360,True,0.9326
HUN_WORD_8739,Word,egy,51.85,52.03,380,True,0.9985
HUN_WORD_8740,Word,román,52.03,52.51,680,True,0.9983
HUN_WORD_8741,Word,fizetőeszköz,52.51,53.31,1000,True,0.9889
HUN_WORD_8742,Word,miért,53.43,53.67,440,True,0.9729
HUN_WORD_8743,Word,lennék,53.67,54.33,860,True,0.9878
HUN_WORD_8744,Word,lejér,54.33,54.93,800,True,0.8581
HUN_WORD_8745,Word,ja,57.23,57.91,880,True,0.5908
HUN_WORD_8746,Word,minden,79.27,79.95,880,True,0.9736
HUN_WORD_8747,Word,szentek,79.95,80.55,800,True,0.8654
HUN_WORD_8748,Word,tehát,83.56,84.24,880,True,0.7744
HUN_WORD_8749,Word,mind,84.24,84.92,880,True,0.7378
HUN_WORD_8750,Word,szentiek,84.92,85.78,1060,True,0.9924
HUN_WORD_8751,Word,azok,85.84,86.7,1060,True,0.999
HUN_WORD_8752,Word,ott,86.7,86.86,360,True,0.8223
HUN_WORD_8753,Word,szentes,86.86,87.3,640,True,0.9976
HUN_WORD_8754,Word,környékén,87.3,87.96,860,True,0.995
HUN_WORD_8755,Word,vannak,87.96,88.3,540,True,0.9993
HUN_WORD_8756,Word,nincs,101.86,102.54,880,True,0.9124
HUN_WORD_8757,Word,-e,102.54,102.58,240,True,0.7898
HUN_WORD_8758,Word,bót,102.58,102.92,540,True,0.7646
HUN_WORD_8759,Word,nincs,104.26,104.94,880,True,0.9497
HUN_WORD_8760,Word,-e,104.94,105.04,300,True,0.9998
HUN_WORD_8761,Word,bót,105.04,105.38,540,True,0.9995
HUN_WORD_8762,Word,na,123.12,123.46,540,True,0.9751
HUN_WORD_8763,Word,mert,123.54,124.2,860,True,0.9033
HUN_WORD_8764,Word,ja,127.23,127.65,620,True,0.5181
HUN_WORD_8765,Word,internet,127.79,129.23,1639,True,0.9683
HUN_WORD_8766,Word,is,129.23,129.53,501,True,0.9917
HUN_WORD_8767,Word,for,129.53,129.77,440,True,0.9966
HUN_WORD_8768,Word,porn,129.77,130.15,580,True,0.9961
HUN_WORD_8769,Word,na,130.85,131.19,540,True,0.999
HUN_WORD_8770,Word,most,131.19,131.35,360,True,0.8838
HUN_WORD_8771,Word,már,131.35,131.51,360,True,0.9971
HUN_WORD_8772,Word,ezt,131.51,131.81,500,True,0.9988
HUN_WORD_8773,Word,is,131.81,131.91,300,True,1.0
HUN_WORD_8774,Word,kivágják,131.91,132.53,820,True,0.9999
HUN_WORD_8775,Word,van,167.34,168.02,880,True,0.96
HUN_WORD_8776,Word,egy,168.18,168.86,880,True,0.9985
HUN_WORD_8777,Word,másik,168.86,169.28,620,True,1.0
HUN_WORD_8778,Word,podcast,169.28,169.62,540,True,0.998
HUN_WORD_8779,Word,amit,169.84,170.02,380,True,0.9702
HUN_WORD_8780,Word,úgy,170.02,170.66,840,True,0.9988
HUN_WORD_8781,Word,hívnak,170.66,170.92,460,True,0.9982
HUN_WORD_8782,Word,hogy,170.96,171.08,320,True,0.9102
